strain	data source	year	month	region	location	continent	clade	group	MLVA	date	23SRna	Macrolide Susceptibility	time range	completeness	ST
435_18M1727	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
435-2_18M1144	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
440_23R425	self	2023	8	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.625	A2063G	R	2020-2024	contigs	-
441_23R548	self	2023	1	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.792	A2063G	R	2020-2024	contigs	3
443_23R407	self	2023	8	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.625	A2063G	R	2020-2024	contigs	3
444_23R443	self	2023	9	China	China-Beijing	Asia	T1-2-EC1	T1-2	3-5-7-2	2023.708	A2063G	R	2020-2024	contigs	3
445_D16535	self	2023	9	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.708	A2063G	R	2020-2024	contigs	3
447_23R447	self	2023	9	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.708	A2063G	R	2020-2024	contigs	3
448_23M494	self	2023	9	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.708	A2063G	R	2020-2024	contigs	3
449_18M1828	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
450_18M1537	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
451_18M2107	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	complete	3
453_18M1754	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
454_18M1525	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
455_18M1829	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
456_18M1596	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
457_19M1230	self	2019	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
459_18M1432	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
464_18M2355	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
466_17M1192	self	2017	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2017	A2063G	R	2016-2019	contigs	3
467_18R1763	self	2018	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
492434	self	2023	1	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.792	A2063G	R	2020-2024	contigs	3
492831	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493229	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493289	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493339	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493478	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493600	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493686	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493708	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
493798	self	2023	11	China	China-Beijing	Asia	T1-2-EC1	T1-2	5-5-7-2	2023.875	A2063G	R	2020-2024	contigs	3
DRR040054_PE	public	2012	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_000733995	public	2005	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2005	A2063G	R	1944-2009	complete	-
GCA_001455605	public	2010	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-?-!-1	2010	A2063G	R	2010-2015	contigs	3
GCA_001455625	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-!-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455635	public	2010	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-!-7-2	2010	A2063G	R	2010-2015	contigs	3
GCA_001455675	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455685	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455695	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455735	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455745	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001455775	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_001509195	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	complete	3
GCA_001558175	public	2012	NA	China	China-Beijing	Asia	T1-2-EC1	T1-2	4-4-7-2	2012	A2063G	R	2010-2015	complete	3
GCA_009810575	public	2013	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	4-5-7-2	2013	A2063G	R	2010-2015	contigs	3
GCA_009810735	public	2012	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	3
GCA_009810795	public	2016	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-7-2	2016	A2063G	R	2016-2019	contigs	3
GCA_009810815	public	2016	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-7-2	2016	A2063G	R	2016-2019	contigs	3
GCA_009810835	public	2016	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-7-2	2016	A2063G	R	2016-2019	contigs	3
GCA_009810955	public	2011	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-?-2	2011	A2063G	R	2010-2015	contigs	3
GCA_009811015	public	2011	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-7-2	2011	A2063G	R	2010-2015	contigs	-
GCA_009811055	public	2011	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-?-2	2011	A2063G	R	2010-2015	contigs	3
GCA_009811095	public	2011	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-7-2	2011	A2063G	R	2010-2015	contigs	3
GCA_009811275	public	2011	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	?-5-?-2	2011	A2063G	R	2010-2015	contigs	3
GCA_009939765	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009939785	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009939805	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009939825	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009939845	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009939975	public	2016	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2016	A2063G	R	2016-2019	complete	3
GCA_009940325	public	2015	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2015	A2063G	R	2010-2015	complete	3
GCA_009940965	public	2015	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2015	A2063G	R	2010-2015	complete	3
GCA_009941325	public	2015	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	!-5-7-2	2015	A2063G	R	2010-2015	complete	3
GCA_009941705	public	2015	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	!-5-7-2	2015	A2063G	R	2010-2015	complete	3
GCA_009942395	public	2012	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	complete	3
GCA_009942655	public	2012	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	complete	3
GCA_009943805	public	2011	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	complete	3
GCA_009944335	public	2011	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	complete	3
GCA_009946845	public	2010	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2010	A2063G	R	2010-2015	complete	3
GCA_009947985	public	2010	NA	South Korea	South Korea	Asia	T1-2-EC1	T1-2	4-5-7-2	2010	A2063G	R	2010-2015	complete	3
GCA_030159455	public	2020	NA	Japan	Japan	Asia	T1-2-EC1	T1-2	4-5-7-2	2020	A2063G	R	2020-2024	contigs	3
GCA_030923165	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923225	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923285	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923305	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923325	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923395	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923415	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923495	public	2018	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
GCA_030923515	public	2018	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
GCA_030923535	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923555	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923575	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923695	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923755	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923795	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923825	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923835	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030923875	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924015	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924025	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924065	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	!-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924135	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924155	public	2020	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2020	A2063G	R	2020-2024	contigs	3
GCA_030924175	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924195	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924255	public	2020	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2020	A2063G	R	2020-2024	contigs	3
GCA_030924265	public	2020	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2020	A2063G	R	2020-2024	contigs	3
GCA_030924335	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924355	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924395	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924405	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924455	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924475	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924505	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924595	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924615	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924635	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	-
GCA_030924675	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924715	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924755	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924775	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924795	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924815	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924825	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924875	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924895	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924935	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030924995	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925035	public	2018	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
GCA_030925055	public	2018	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
GCA_030925175	public	2018	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	3
GCA_030925215	public	2020	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2020	A2063G	R	2020-2024	contigs	3
GCA_030925245	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925295	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925315	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925335	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925355	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925375	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030925385	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
GCA_030928045	public	2019	NA	China	China (Taiwan)	Asia	T1-2-EC1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
047_19M1103	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	30
052_19M1129	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	30
078_19M1375	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	3
255_17R232	self	2017	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2017	A2063G	R	2016-2019	contigs	30
341_19M382	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	30
345_19M153	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	30
346_19R423	self	2019	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2019	A2063G	R	2016-2019	contigs	30
412_18M1170	self	2018	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	30
463_18M1923	self	2018	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	2018	A2063G	R	2016-2019	contigs	30
DRR040043_PE	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-?-?-?	2008	A2063G	R	1944-2009	contigs	3
DRR040044_PE	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-?-2	2008	A2063G	R	1944-2009	contigs	3
DRR040045_PE	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-4-?-2	2008	NA	S	1944-2009	contigs	19
DRR040046_PE	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2008	NA	S	1944-2009	contigs	3
DRR040047_PE	public	2009	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2009	A2063G	R	1944-2009	contigs	3
DRR040048_PE	public	2010	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-!-7-2	2010	A2063G	R	2010-2015	contigs	3
DRR040050_PE	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-4-?-?	2011	NA	S	2010-2015	contigs	19
DRR040051_PE	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	contigs	3
DRR040052_PE	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	contigs	3
DRR040053_PE	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	3
DRR040056_PE	public	1984	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	1984	NA	S	1944-2009	contigs	3
DRR040058_PE	public	1987	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-?-?	1987	NA	S	1944-2009	contigs	3
ERR974265_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
ERR974267_PE	public	1996	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1996	NA	S	1944-2009	contigs	3
ERR974269_PE	public	1983	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1983	NA	S	1944-2009	contigs	9
ERR974273_PE	public	1983	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1983	NA	S	1944-2009	contigs	3
ERR974276_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
ERR974277_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
ERR974278_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
ERR974283_PE	public	1983	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1983	NA	S	1944-2009	contigs	3
ERR974288_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
ERR974294_PE	public	1982	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	1982	NA	S	1944-2009	contigs	3
GCA_000319675	public	NA	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	NA	NA	S	NA	complete	3
GCA_001272735	public	2006	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2006	NA	S	1944-2009	complete	20
GCA_001272755	public	2009	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2009	A2063G	R	1944-2009	complete	20
GCA_001272775	public	2009	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2009	NA	S	1944-2009	complete	20
GCA_001272795	public	1985	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	1985	NA	S	1944-2009	complete	-
GCA_001272815	public	1985	NA	China	China-Beijing	Asia	T1-2-PRE1	T1-2	4-5-7-2	1985	NA	S	1944-2009	complete	-
GCA_001296485	public	1999	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	1999	NA	S	1944-2009	contigs	20
GCA_001296505	public	1996	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	1996	NA	S	1944-2009	contigs	3
GCA_001296585	public	2005	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2005	A2064G	R	1944-2009	contigs	3
GCA_001296665	public	1993	NA	Germany	Germany	Europe	T1-2-PRE1	T1-2	4-5-7-2	1993	NA	S	1944-2009	contigs	3
GCA_001296705	public	2011	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	20
GCA_001296725	public	2011	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	3
GCA_001296735	public	2011	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	contigs	3
GCA_001296815	public	2005	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2005	NA	S	1944-2009	contigs	3
GCA_001296885	public	2011	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	3
GCA_001296895	public	2011	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	3
GCA_001296905	public	1979	NA	France	France	Europe	T1-2-PRE1	T1-2	4-5-7-2	1979	NA	S	1944-2009	contigs	3
GCA_001455795	public	2012	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	30
GCA_002127985	public	1988	NA	Denmark	Denmark	Europe	T1-2-PRE1	T1-2	4-5-7-2	1988	A2063G	R	1944-2009	complete	19
GCA_002128045	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	NA	S	2010-2015	complete	3
GCA_002128065	public	2010	NA	Egypt	Egypt	Africa	T1-2-PRE1	T1-2	4-5-7-2	2010	NA	S	2010-2015	complete	20
GCA_002128145	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-6-7-2	2012	NA	S	2010-2015	complete	20
GCA_002563345	public	2013	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2013	NA	S	2010-2015	contigs	3
GCA_002563415	public	1998	NA	Kenya	Kenya	Africa	T1-2-PRE1	T1-2	4-5-7-2	1998	NA	S	1944-2009	contigs	3
GCA_002563435	public	2010	NA	Kenya	Kenya	Africa	T1-2-PRE1	T1-2	4-5-7-2	2010	NA	S	2010-2015	contigs	3
GCA_002563515	public	2010	NA	Guatemala	Guatemala	Americas	T1-2-PRE1	T1-2	4-5-7-2	2010	NA	S	2010-2015	contigs	3
GCA_009810095	public	1989	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	1989	NA	S	1944-2009	contigs	3
GCA_009810115	public	1992	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-2	1992	NA	S	1944-2009	contigs	3
GCA_009810235	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-2	2011	A2063T	R	2010-2015	contigs	3
GCA_009810295	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2008	NA	S	1944-2009	contigs	3
